layer,node,SIR
2,2565,2.381
3,2565,1.235
1,558,1.001
2,558,2.895
3,558,1.169
2,1631,3.139
3,1631,1.683
2,1268,4.017
3,1268,3.837
2,735,2.738
3,735,1.831
2,3034,4.631
3,3034,1.642
3,6231,1.055
1,274,1.012
2,274,4.357
3,274,3.677
2,5135,1.782
3,5135,1.037
2,3927,1.437
3,6058,1.042
2,4580,1.042
3,4580,1.073
2,5097,1.024
3,5097,1.021
2,5114,1.896
2,2948,1.938
3,2948,1.137
2,3612,2.399
3,3612,1.037
3,6172,1.034
2,4860,1.025
3,4860,1.05
2,2222,2.988
3,2222,2.553
1,563,1.015
2,563,2.806
3,563,1.457
2,1222,4.762
3,1222,1.382
2,1746,1.302
3,1746,1.593
3,5632,1.981
2,2396,1.225
3,2396,1.014
2,1262,1.114
3,1262,1.107
2,2428,4.078
3,2428,2.188
2,2960,2.585
3,2960,2.847
3,5941,1.02
2,3144,1.016
3,3144,1.013
2,1327,3.482
3,1327,1.642
2,5339,1.415
3,5339,1.407
2,4294,1.019
3,4294,1.018
2,1946,3.171
2,1857,1.326
3,1857,1.138
2,3607,3.027
3,3607,1.991
2,3086,2.572
3,3086,2.162
2,4555,1.036
1,592,1.018
2,592,1.591
3,592,1.862
1,309,1.016
2,309,4.101
3,309,3.355
2,3161,1.07
3,3161,1.324
1,375,1.01
2,375,2.651
3,375,1.139
2,2594,1.108
3,2594,1.088
2,2185,4.338
3,2185,2.292
2,4893,3.152
3,4893,2.12
2,2400,2.03
3,2400,1.703
2,3394,2.873
2,2279,3.021
3,2279,1.088
2,1876,3.385
3,1876,1.652
2,2408,3.303
3,2408,1.431
2,5224,1.991
3,5224,1.034
2,5047,2.395
3,5047,2.159
2,3429,3.504
3,3429,6.027
1,625,1.009
2,625,1.01
3,625,1.017
2,1757,1.758
3,1757,1.216
2,1227,6.497
3,1227,3.923
2,2761,2.396
2,4433,1.308
3,4433,1.071
1,67,1.012
2,67,1.019
3,67,1.244
2,3247,2.006
3,3247,3.195
2,1483,2.592
3,1483,1.304
2,1039,2.049
3,1039,1.123
3,5787,1.672
2,4647,1.115
3,4647,1.224
2,3181,1.212
3,3181,1.405
2,2170,1.45
3,2170,1.539
2,2236,1.237
3,2236,1.146
2,3312,1.126
3,3312,1.308
2,3090,3.713
1,66,1.016
3,66,1.056
2,3552,2.541
3,3552,1.054
2,4930,1.498
3,4930,1.179
2,4753,2.847
3,4753,1.206
3,5627,1.01
2,3426,5.636
3,3426,5.165
2,3484,6.804
3,3484,9.121
2,4277,1.029
3,4277,1.028
1,192,1.011
2,192,2.579
3,192,1.363
3,6328,1.023
2,3109,1.746
3,3109,1.051
2,5421,1.363
3,5421,1.03
1,155,1.103
3,155,2.126
2,1397,3.014
3,1397,1.588
2,1204,13.899
3,1204,16.768
3,6012,1.187
3,6114,1.045
3,6340,1.025
2,3050,3.192
3,3050,1.218
2,5392,2.485
3,5392,1.179
1,220,1.013
2,220,1.121
3,220,1.081
2,831,3.299
3,831,2.44
2,5333,2.713
3,5333,1.871
2,3400,1.019
3,3400,1.025
2,5574,1.786
2,1477,3.208
3,1477,1.908
2,845,4.486
3,845,3.124
2,4562,2.232
3,4562,1.48
2,717,11.376
3,717,14.863
2,1110,5.738
3,1110,7.485
3,5661,1.196
2,2929,1.91
3,2929,1.198
3,5932,1.07
2,2868,1.035
3,2868,1.048
2,3666,2.538
3,3666,1.854
2,3493,1.014
3,3493,1.105
2,1030,2.363
3,1030,2.836
1,495,1.024
3,495,1.048
2,1832,4.809
3,1832,3.83
2,2655,2.992
3,2655,1.275
2,992,3.261
3,992,1.061
2,3714,2.014
3,3714,1.652
2,3736,1.554
3,3736,2.867
2,4248,2.577
3,4248,1.343
2,3502,1.647
3,3502,1.014
2,1742,2.755
3,1742,2.442
2,2161,2.449
3,2161,2.409
2,3737,1.481
3,3737,1.517
2,5533,2.486
3,5533,1.138
3,5818,1.039
3,6298,1.188
2,2178,2.657
3,2178,1.141
2,2612,1.053
3,2612,1.044
2,1156,3.164
3,1156,1.693
2,2304,5.845
3,2304,16.733
2,4010,2.637
2,1199,7.474
3,1199,6.947
2,2618,3.287
3,2618,1.443
2,1402,6.03
3,1402,4.15
2,2642,3.104
3,2642,1.019
2,1882,4.113
3,1882,3.08
2,3966,4.12
3,3966,3.07
2,4532,5.294
3,4532,4.923
2,909,9.678
3,909,9.27
2,1012,1.042
3,1012,1.043
2,3360,3.143
3,3360,3.421
2,5328,1.046
2,5353,1.147
3,5353,1.076
2,4733,1.147
3,4733,1.341
2,4135,3.603
3,4135,3.275
2,1930,3.157
3,1930,1.536
2,2538,3.184
3,2538,1.841
2,5115,1.023
3,5115,1.058
2,3885,2.409
3,3885,1.76
3,6260,1.017
2,5023,2.794
3,5023,3.424
3,6236,1.04
2,2709,1.012
3,2709,1.013
2,3339,2.24
3,3339,1.25
2,4367,2.707
3,4367,2.221
1,361,1.013
2,361,1.23
3,361,1.294
3,6386,1.136
2,4818,1.02
3,6321,1.015
2,1586,3.195
3,1586,2.223
2,2199,2.366
3,2199,1.087
2,3833,1.215
3,3833,1.135
2,4146,3.241
3,4146,1.472
2,2956,1.091
2,3178,1.964
3,3178,1.244
1,614,1.015
2,614,1.398
3,614,1.299
2,3421,2.912
3,3421,1.034
3,6091,1.017
3,5652,1.014
1,441,1.012
2,441,3.939
3,441,4.658
3,6206,1.021
2,2260,1.819
3,2260,1.016
2,2434,2.29
3,2434,1.704
2,5581,2.842
3,5581,1.097
2,3726,2.297
3,3726,1.248
2,1466,3.792
3,1466,5.173
2,935,4.48
3,935,3.747
2,1981,1.084
3,1981,1.438
3,6334,1.022
2,5487,1.05
1,415,1.005
2,415,2.164
3,415,1.067
2,4297,1.059
3,4297,1.176
2,2331,2.322
3,2331,1.576
2,2128,5.695
3,2128,6.417
2,3857,1.33
3,3857,1.045
2,4252,2.442
3,4252,1.693
2,2008,3.631
3,2008,2.399
2,4176,1.023
3,4176,1.028
3,5596,1.118
3,6394,1.03
2,2531,1.874
3,2531,1.714
2,3743,2.478
3,3743,1.334
2,1719,2.538
3,1719,1.2
2,2469,1.901
3,2469,1.149
2,4925,3.037
3,4925,1.205
2,4303,4.49
3,4303,7.339
3,6156,1.018
2,4467,1.36
3,4467,1.014
3,6335,1.019
2,4565,1.025
3,4565,1.228
2,4525,1.046
3,4525,1.493
2,4014,6.263
3,4014,5.279
2,1648,2.301
3,1648,1.187
2,3937,1.145
3,3937,1.045
2,1522,2.925
3,1522,1.121
2,838,2.749
3,838,1.419
2,3304,1.065
3,3304,1.032
2,2119,6.435
3,2119,13.944
2,4769,1.783
3,4769,1.124
2,1416,1.016
3,1416,1.031
2,1269,2.849
3,1269,1.915
2,2307,2.142
3,2307,2.1
2,1799,3.685
3,1799,2.356
2,5191,1.803
3,5191,1.772
2,1916,3.062
3,1916,1.546
2,3781,2.936
3,3781,2.249
2,4322,1.254
1,250,1.017
2,250,1.075
3,250,1.156
2,2300,5.131
3,2300,4.788
1,76,1.055
2,76,3.868
3,76,4.565
2,4752,1.725
2,1678,2.832
3,1678,1.482
3,6267,1.036
3,6244,1.021
2,4896,3.698
3,4896,6.035
2,2113,1.544
3,2113,2.922
2,1496,6.232
3,1496,9.4
2,1041,2.414
3,1041,1.729
2,3565,2.464
3,3565,1.358
2,4566,5.525
3,5766,1.056
2,2303,2.112
3,2303,1.165
2,3209,1.654
3,3209,1.296
2,5538,1.787
3,5538,1.133
2,2828,4.965
3,2828,3.933
2,759,1.155
3,759,1.025
2,2126,4.948
3,2126,2.445
3,6118,1.088
2,2661,1.385
3,2661,1.558
2,2371,2.206
3,2371,1.534
3,6220,1.011
2,3917,2.878
3,3917,1.727
2,3485,1.895
3,3485,1.021
2,3351,5.205
3,3351,6.414
2,2106,2.439
3,2106,1.212
3,5617,1.029
2,3834,1.059
3,3834,1.016
3,5654,1.075
2,2148,1.053
3,2148,1.739
2,5026,1.885
3,5026,1.065
1,136,1.044
2,136,1.035
3,136,1.019
2,4498,2.737
3,4498,1.892
2,3840,1.031
1,341,1.014
2,341,5.659
3,341,4.119
2,4020,1.797
3,4020,1.052
2,1377,2.693
3,1377,1.279
3,6006,1.408
2,4484,1.046
3,4484,1.024
2,902,2.622
3,902,1.229
2,2925,4.501
3,2925,3.013
2,3787,2.003
3,3787,1.213
2,4781,1.315
3,4781,1.036
3,5616,1.051
2,1776,7.302
3,1776,1.207
2,1287,1.02
3,1287,1.09
2,2429,2.501
3,2429,1.037
2,1774,6.025
3,1774,8.298
2,2277,1.928
3,2277,2.131
1,218,1.001
2,218,1.05
3,218,1.151
2,4344,2.471
2,4604,1.132
3,4604,1.111
2,4211,2.035
3,4211,2.057
1,524,1.016
3,524,1.021
2,2011,1.032
3,2011,1.295
2,2493,4.687
3,2493,3.974
3,5901,1.124
2,2798,7.752
3,2798,9.458
2,1810,2.968
3,1810,1.464
1,532,1.014
2,532,3.517
3,532,3.802
2,1571,2.829
3,1571,1.762
2,1320,1.797
3,1320,1.305
2,5527,1.017
3,5527,1.06
2,1599,2.498
3,1599,1.539
3,6195,1.102
2,4618,1.009
3,4618,1.014
2,1441,6.039
3,1441,6.831
2,4961,1.813
3,4961,1.159
1,357,1.016
2,357,1.226
3,357,1.14
2,1281,1.101
3,1281,1.045
2,3517,1.534
2,3417,1.977
2,1561,2.455
3,1561,1.119
2,4198,2.46
2,922,3.666
3,922,2.173
3,6092,1.017
2,1859,3.174
3,1859,1.416
2,1931,5.853
3,1931,2.717
2,2347,2.489
3,2347,1.568
3,5997,1.077
2,3952,2.877
3,3952,6.058
2,1593,1.358
3,1593,1.076
2,3949,2.501
3,3949,1.414
1,258,1.017
2,258,1.028
3,258,1.027
3,6216,1.071
1,227,1.02
2,227,2.49
3,227,1.14
2,4156,1.586
3,4156,1.581
2,2844,2.593
3,2844,1.422
2,5093,2.092
3,5093,1.248
2,3242,3.839
3,3242,5.563
2,1298,1.08
3,1298,1.108
2,2749,1.536
3,2749,1.712
3,5645,1.046
1,5,1.079
2,4145,2.534
3,4145,1.278
2,4776,1.989
2,2239,2.536
3,2239,1.285
2,955,2.735
3,955,1.447
2,1066,2.228
3,1066,1.688
1,52,1.074
2,52,4.599
3,52,3.242
2,4552,3.093
3,4552,1.148
2,2423,1.424
3,2423,1.437
2,4932,1.036
3,4932,1.013
2,3145,2.001
3,3145,2.016
2,1007,3.742
3,1007,2.256
2,3074,2.135
3,3074,1.647
1,424,1.015
2,424,1.016
3,424,1.014
3,5857,1.22
2,4587,1.798
3,4587,1.077
2,2823,1.23
3,2823,1.11
2,5343,2.454
3,5343,1.058
2,3914,2.383
3,3914,1.017
1,43,1.018
3,43,1.012
3,5974,1.39
2,4008,2.224
2,2968,1.896
3,2968,2.073
2,892,1.719
3,892,1.023
2,2681,2.496
3,2681,1.055
3,5647,1.039
2,2639,2.169
3,2639,4.137
2,1219,4.561
3,1219,2.909
2,949,1.044
3,949,1.012
2,4997,1.972
3,4997,1.233
2,5536,2.012
3,5536,1.104
2,1661,2.872
3,1661,1.404
3,6075,1.011
2,2582,2.438
3,2582,1.659
1,22,1.038
2,22,4.178
3,22,2.341
2,3948,4.352
3,3948,5.885
2,3718,3.642
3,3718,3.215
3,6157,1.014
2,5476,1.03
3,5476,1.07
2,1837,2.087
3,1837,1.058
2,4240,2.259
3,4240,1.042
3,6248,1.035
3,5659,1.16
2,3931,1.617
3,3931,2.467
2,4290,1.023
3,4290,1.039
2,2979,2.845
3,2979,1.409
2,3686,4.449
3,3686,6.647
2,784,8.905
3,784,9.233
2,4666,2.032
3,4666,1.403
2,4054,1.011
3,4054,1.081
3,5915,1.03
2,2813,5.88
3,2813,6.778
3,6104,1.049
2,1005,6.349
3,1005,7.884
2,683,3.051
3,683,3.194
3,6351,1.108
2,4121,3.883
3,4121,2.065
3,5664,1.051
2,1058,14.486
3,1058,1.909
2,1328,1.538
3,1328,1.09
2,1590,1.057
3,1590,1.179
2,4051,2.407
3,4051,2.882
3,6022,1.033
2,944,1.771
3,944,1.034
2,2519,4.304
3,2519,3.365
2,4304,1.073
3,4304,1.035
2,2923,2.66
3,2923,1.424
2,2998,3.731
3,2998,8.348
3,6314,1.019
2,4307,1.15
3,4307,1.475
2,1773,2.22
3,1773,2.636
2,2832,2.766
3,2832,1.137
1,225,1.017
2,225,1.016
3,225,1.016
3,5894,1.035
3,5939,1.028
2,1539,1.54
3,1539,1.31
2,4122,1.289
1,335,1.027
3,335,2.622
2,2077,2.413
3,2077,1.174
2,2718,5.641
3,2718,7.684
2,741,2.587
3,741,1.081
1,177,1.027
2,3350,1.172
3,3350,1.068
2,3623,1.207
3,3623,1.687
2,2626,1.109
3,2626,1.1
2,2559,2.659
3,2559,1.084
2,4407,2.323
3,4407,2.228
2,4629,2.82
3,4629,2.132
2,3575,2.406
3,3575,1.495
2,5133,1.016
3,5133,1.045
2,4217,1.032
3,4217,1.082
2,3897,2.887
3,3897,1.539
2,2293,4.228
3,2293,2.871
2,1554,2.249
3,1554,1.069
1,353,1.012
2,353,2.382
3,353,1.832
2,5507,2.799
2,4160,1.011
3,4160,1.535
2,5217,1.809
2,1770,10.066
3,1770,8.743
1,560,1.021
2,560,1.013
3,560,1.025
2,3013,2.303
3,3013,1.385
2,4188,1.013
3,4188,1.048
2,4606,1.364
3,4606,3.493
2,4368,1.123
3,4368,1.119
1,533,1.04
2,533,1.022
3,533,1.018
2,2416,5.465
3,2416,3.212
1,37,1.032
2,37,4.451
3,37,2.673
2,1345,1.298
3,1345,1.218
2,1055,3.07
3,1055,2.194
2,1089,1.24
3,1089,1.042
3,6382,1.254
2,4442,1.902
3,4442,1.753
2,2012,1.023
3,2012,1.047
3,5839,1.039
2,3445,1.635
3,3445,1.117
2,2474,7.207
3,2474,4.419
3,5810,1.099
2,2020,4.045
3,2020,3.182
1,302,1.045
2,302,4.343
1,167,1.015
2,167,3.378
3,167,1.996
3,6355,1.027
2,3438,1.014
3,3438,1.023
2,3835,1.047
3,3835,1.233
2,5000,2.407
2,3699,1.075
3,3699,1.066
1,434,1.015
2,434,1.804
3,434,1.026
2,3617,3.394
3,3617,1.354
1,87,1.013
2,87,5.479
3,87,5.734
2,3841,1.529
3,3841,1.423
2,1391,3.146
3,1391,1.067
2,833,7.852
3,833,4.379
2,4624,1.041
3,4624,1.19
2,3333,1.885
3,3333,1.039
2,1410,4.516
3,1410,4.193
2,3514,1.073
3,3514,1.077
1,285,1.007
2,285,1.016
3,285,1.01
2,2521,1.211
2,4161,2.265
2,3772,1.027
3,3772,1.84
2,2795,2.271
3,2795,1.092
2,4540,1.184
3,4540,1.301
3,5954,1.022
2,5271,3.805
3,5271,2.211
2,2292,2.528
3,2292,1.172
2,3194,1.372
3,3194,1.065
2,1043,2.374
3,1043,1.134
2,4444,4.068
3,4444,3.264
2,3675,1.874
3,3675,1.167
3,6273,1.036
2,4074,2.828
3,4074,1.726
2,1229,8.12
3,1229,4.44
2,1595,1.369
3,1595,1.923
2,1628,3.211
3,1628,1.408
2,864,1.103
3,864,1.058
2,3392,2.667
3,3392,1.165
2,1417,2.758
3,1417,1.416
3,5743,1.051
2,5202,2.512
3,5202,1.469
3,6307,1.044
2,3881,2.764
3,3881,1.161
2,3806,2.22
3,3806,1.202
2,756,3.821
3,756,1.636
2,5013,2.16
3,5013,1.018
2,3604,1.09
3,3604,2.176
2,1027,1.339
3,1027,1.526
3,5844,1.013
2,1449,2.331
3,1449,1.262
2,2366,2.345
3,2366,1.116
2,3584,1.069
2,1172,6.339
3,1172,7.638
1,368,1.02
2,368,1.136
3,368,2.026
2,1159,2.161
3,1159,1.101
2,964,2.343
3,964,1.401
2,1302,1.029
3,1302,1.018
2,5543,1.874
3,6116,1.055
3,6177,1.036
2,5515,3.431
3,5515,2.711
2,5208,1.037
2,1176,2.52
3,1176,4.793
2,988,3.751
3,988,4.26
2,5302,1.145
3,5302,1.04
1,261,1.001
2,261,3.871
3,261,2.326
2,1394,3.056
3,1394,1.013
2,4993,3.116
2,1422,2.291
3,1422,1.014
2,5233,1.013
1,260,1.001
2,260,3.792
3,260,2.102
2,5348,2.37
3,5348,1.265
2,3794,1.666
3,3794,1.862
1,502,1.016
2,502,2.157
3,502,1.04
1,328,1.015
2,328,1.028
3,328,1.029
2,4817,1.012
3,4817,1.016
2,3322,1.751
3,3322,1.018
2,1004,5.373
3,1004,3.718
2,3102,1.025
3,3102,1.017
1,212,1.007
2,212,2.903
3,212,2.192
1,579,1.01
2,579,2.344
3,579,1.14
2,5591,1.349
3,5591,3.029
2,674,5.903
3,674,2.162
1,27,1.018
2,27,3.523
3,27,1.815
2,5225,1.896
3,5225,1.151
1,476,1.031
2,476,4.233
3,476,6.774
2,3592,5.15
3,3592,4.914
2,1278,1.803
3,1278,1.242
2,3083,1.025
3,3083,1.108
2,2041,1.082
2,2290,1.148
3,2290,1.091
1,194,1.021
2,194,2.292
3,194,2.226
2,4699,1.018
3,4699,1.244
2,2291,2.868
3,2291,1.039
2,1870,1.277
2,5156,1.02
3,5156,1.063
2,4895,1.196
2,2889,1.617
3,2889,1.393
2,5232,1.019
2,3704,3.051
3,3704,1.341
3,5827,1.238
2,4607,1.03
3,4607,1.021
2,2145,1.161
3,2145,1.337
2,3359,3.748
3,3359,1.65
2,5433,1.015
3,5433,1.017
2,1462,8.304
2,2254,5.638
3,2254,11.068
2,1260,2.235
3,1260,1.075
2,3600,2.327
3,3600,1.127
2,4673,2.731
3,4673,1.238
2,2954,2.261
3,2954,1.211
2,3372,1.037
3,3372,1.031
2,4144,2.703
3,4144,1.03
2,3558,1.106
3,3558,1.041
2,1822,1.201
3,1822,1.226
2,5526,1.056
3,5526,1.07
2,4888,1.73
3,4888,1.174
2,5489,1.013
3,5489,1.073
2,3293,1.03
3,3293,1.133
1,229,1.012
2,229,2.769
3,229,1.127
2,2453,5.149
3,2453,2.564
2,1482,2.978
3,1482,1.23
1,516,1.018
2,516,1.014
3,516,1.018
3,5620,1.041
3,6169,1.036
2,1545,1.306
1,417,1.014
3,417,1.467
2,2294,2.482
3,2294,1.232
2,2027,1.475
3,2027,1.023
2,3489,3.486
3,3489,3.172
1,85,1.022
2,85,2.913
3,85,1.729
1,543,1.001
2,543,2.535
3,543,2.181
2,2090,6.517
3,2090,14.411
2,3373,1.915
3,3373,2.695
3,5819,1.024
1,139,1.013
1,613,1.026
2,613,2.332
3,613,1.205
2,2101,2.292
3,2101,1.188
2,2118,8.248
3,2118,12.447
2,1866,3.307
3,1866,7.942
2,4564,1.333
2,2312,3.629
3,2312,5.527
2,5345,1.015
3,5345,1.013
2,5317,1.016
3,5317,1.052
2,1652,2.942
3,1652,1.642
2,701,43.857
3,701,1.029
2,2055,2.22
3,2055,1.651
2,2920,5.522
3,2920,5.384
2,737,1.055
3,737,1.286
2,5243,1.052
3,5243,1.052
2,5503,1.086
3,5503,1.065
2,2640,2.538
3,2640,1.433
2,2638,2.805
3,2638,1.511
2,705,5.338
3,705,3.468
2,849,5.032
3,849,2.621
3,5980,1.016
3,5681,1.026
2,2001,2.247
3,2001,1.063
2,1350,2.349
3,1350,1.04
1,427,1.05
2,427,4.118
3,427,2.196
2,3262,5.218
3,3262,8.404
2,4500,3.337
3,4500,2.785
2,5497,2.266
3,5497,1.13
1,638,1.012
2,638,2.438
3,638,2.367
3,6297,1.059
2,5520,4.379
3,5520,3.247
2,2858,1.285
3,2858,1.333
2,3494,1.062
3,3494,1.042
2,3983,3.473
3,3983,1.119
2,4771,1.053
3,4771,1.18
2,2269,2.326
3,2269,1.039
3,5689,1.082
2,1127,2.201
3,1127,2.028
2,3288,2.43
3,3288,1.035
1,364,1.013
2,364,1.038
3,364,1.066
2,2023,1.179
1,587,1.014
2,587,3.292
3,587,2.161
2,1906,2.213
3,1906,1.33
2,1546,4.368
3,1546,3.469
2,2841,4.482
3,2841,5.179
2,4838,1.024
2,3338,1.132
3,3338,1.3
2,1686,4.474
3,1686,2.056
2,3409,1.768
3,5643,1.037
2,1207,4.598
3,1207,2.332
2,2698,2.355
3,2698,1.292
3,6002,1.026
2,4244,3.201
3,4244,3.677
2,3282,2.088
2,2136,3.056
3,2136,2.519
2,5382,1.108
3,5382,1.173
2,5539,1.015
3,6239,1.109
3,6112,1.024
1,297,1.001
2,297,1.036
3,297,1.606
2,4660,1.019
3,4660,1.01
2,2079,2.283
3,2079,1.251
2,1950,1.868
3,1950,1.788
2,4505,1.036
3,4505,1.031
2,2733,2.921
3,2733,1.354
2,1701,1.076
3,1701,1.231
3,6148,1.05
2,4196,2.579
3,4196,1.336
1,584,1.011
2,584,2.256
3,584,1.974
2,862,1.998
3,862,1.243
2,4827,1.522
3,4827,1.217
2,2895,2.796
3,2895,1.848
2,2334,1.427
3,2334,1.186
1,397,1.015
2,397,4.431
3,397,2.795
2,4427,2.458
3,4427,2.374
1,142,1.055
2,142,7.606
3,142,5.906
2,2535,2.884
3,2535,1.251
2,3745,4.089
3,3745,2.185
3,5923,1.024
2,1748,1.903
3,1748,1.159
2,1537,1.282
3,1537,1.291
1,28,1.024
2,28,14.774
3,28,22.631
2,1486,1.018
3,1486,1.035
2,738,3.614
3,738,2.416
2,3836,1.06
3,5966,1.115
2,2551,1.012
3,2551,1.019
2,1139,3.524
3,1139,1.338
2,3431,1.116
3,3431,1.097
2,2694,5.062
3,2694,4.54
2,1122,1.656
3,1122,1.024
2,3471,1.739
2,2915,2.135
1,460,1.014
2,460,4.922
3,460,4.829
2,2092,2.278
3,2092,1.197
2,2942,5.337
3,2942,2.033
2,2816,1.088
3,2816,1.165
2,3905,1.694
3,3905,1.05
2,2541,2.888
3,2541,1.039
2,1016,1.014
3,1016,1.065
2,744,2.427
3,744,1.046
3,6308,1.027
2,3596,1.033
3,3596,1.029
3,6258,1.13
2,2212,9.908
3,2212,13.872
2,765,6.331
3,765,4.056
1,144,1.013
2,144,5.659
3,144,4.038
2,981,8.461
3,981,12.03
2,5544,2.291
3,5544,1.04
2,2007,9.53
3,2007,15.269
3,6020,1.013
2,1942,3.925
3,1942,3.707
2,3568,2.023
3,3568,1.04
1,45,1.029
2,45,5.003
3,45,8.211
2,1363,2.946
3,1363,1.908
2,3734,1.579
2,1318,1.975
3,1318,1.341
2,1067,1.388
3,1067,1.248
2,3868,1.012
3,3868,1.014
2,3984,1.01
3,3984,1.016
1,241,1.031
2,241,1.088
3,241,1.058
2,5450,1.015
3,5450,1.018
2,4090,1.021
1,336,1.017
2,336,1.756
3,336,1.648
2,5218,1.104
3,5218,1.019
3,5951,1.021
2,917,2.179
3,917,1.418
2,3888,1.252
3,3888,1.019
2,1071,1.117
3,1071,1.074
3,6041,1.102
2,703,12.789
2,3820,1.27
3,3820,1.507
2,1802,2.511
3,1802,1.197
2,5168,1.838
2,1951,1.342
3,1951,1.715
2,3386,1.024
3,3386,1.054
2,3428,2.45
3,3428,1.643
2,5583,2.964
3,5583,1.197
1,206,1.032
2,206,7.251
3,206,3.114
2,2567,2.489
3,2567,1.744
2,1683,1.313
3,1683,1.157
2,2856,1.055
3,2856,1.04
2,1715,4.209
3,1715,2.031
2,2076,1.994
3,2076,1.121
2,5405,1.343
3,5405,1.061
2,2409,4.516
3,2409,3.595
2,3599,1.814
3,3599,1.554
2,4458,1.855
3,4458,1.258
3,5835,1.7
2,1497,5.659
3,1497,4.756
2,2668,4.314
3,2668,2.471
3,6094,1.052
2,1493,1.014
3,1493,1.021
3,6192,1.041
2,4066,1.017
3,4066,1.261
1,539,1.024
2,539,6.897
3,539,16.349
2,975,1.171
2,5203,2.692
3,5203,1.668
2,4218,1.151
3,4218,1.015
2,1723,2.253
3,1723,1.304
2,1862,1.227
3,1862,1.541
2,3391,1.019
3,3391,1.646
3,5610,1.044
2,5206,1.04
3,5206,1.038
3,5637,1.115
1,42,1.01
2,42,2.871
3,42,1.457
2,4441,1.013
3,4441,1.956
3,5802,1.026
2,5244,2.212
3,5244,1.012
2,1842,2.718
3,1842,2.25
1,40,1.02
2,40,1.051
2,4329,1.295
3,4329,1.474
2,5129,1.788
2,1370,1.021
3,1370,1.278
2,4451,2.634
3,4451,2.38
1,89,1.001
2,89,1.052
3,89,1.067
2,4463,3.408
3,4463,1.672
2,4631,1.056
2,941,6.015
3,941,3.514
2,3044,2.13
3,3044,1.013
2,5463,2.457
3,5463,2.431
2,4832,1.3
3,4832,3.189
2,670,3.301
3,670,1.421
2,1645,1.194
3,1645,1.534
2,5230,1.797
3,5230,1.1
2,1785,4.422
3,1785,3.696
2,5272,1.028
3,5272,1.021
1,92,1.011
2,92,1.953
3,92,1.562
2,1875,1.447
3,1875,1.655
2,3889,1.015
3,5830,1.152
2,3204,2.253
1,490,1.015
3,490,1.107
2,3694,3.068
3,3694,1.299
2,2543,2.534
3,2543,1.08
2,2305,5.886
3,2305,5.453
2,4332,1.029
2,1901,3.198
3,1901,2.235
2,1797,1.01
3,1797,1.029
1,124,1.016
2,124,3.645
3,124,2.289
1,604,1.014
2,604,1.361
3,604,1.126
2,4634,1.739
3,4634,1.232
2,4882,3.318
3,4882,1.075
2,3296,1.008
3,3296,1.014
2,3980,2.579
3,3980,2.462
2,4894,1.02
3,4894,1.134
2,4007,3.035
3,4007,1.061
2,5439,1.957
3,5439,1.488
2,5434,1.018
3,5434,1.158
2,1740,1.056
3,1740,1.047
1,301,1.032
2,301,12.08
3,301,19.865
2,5511,1.184
3,5511,1.08
2,3677,1.175
3,3677,1.026
2,2059,2.634
3,2059,1.097
2,2848,2.897
3,2848,2.171
2,972,1.635
2,1910,1.033
3,1910,1.103
2,1479,2.425
3,1479,1.531
2,2564,1.013
3,2564,1.012
3,5843,1.014
3,6175,1.016
2,4410,1.122
3,4410,1.204
2,2399,3.389
3,2399,1.597
2,836,3.902
3,836,2.141
2,2114,5.555
3,2114,11.343
2,1900,2.667
3,1900,1.824
2,3648,2.732
3,3648,1.123
2,1533,3.113
3,1533,1.924
2,1632,1.193
3,1632,1.355
2,1864,4.975
3,1864,6.44
2,4474,2.867
3,4474,1.846
2,3369,1.134
3,3369,1.158
1,652,1.013
2,652,3.047
3,652,1.493
2,5058,2.218
3,5058,1.117
2,1954,3.021
3,1954,1.075
2,1654,6.265
3,1654,11.615
2,895,4.333
3,895,2.32
2,1069,6.657
3,1069,2.073
2,1894,1.212
3,1894,1.026
2,5172,1.02
1,25,1.014
2,25,2.238
3,25,1.104
2,1935,9.411
3,1935,13.266
2,926,4.852
3,926,4.679
2,4100,1.031
3,4100,1.089
2,2911,2.213
3,2911,1.157
1,358,1.016
2,358,1.124
3,358,1.092
2,4934,2.448
3,4934,1.156
2,4954,2.38
3,4954,1.139
2,1337,1.133
2,5264,1.053
3,5264,1.154
2,4935,2.021
3,4935,1.175
2,2605,2.727
3,2605,1.518
2,2678,1.389
3,2678,1.242
2,3001,4.703
3,3001,2.283
2,3557,1.074
3,3557,1.008
2,2608,2.914
2,1401,2.38
3,1401,1.456
2,1656,4.12
3,1656,4.7
1,540,1.015
2,540,1.018
3,540,1.039
2,4987,1.181
3,4987,1.114
2,5060,2.14
3,5060,1.119
2,3861,1.473
3,3861,1.399
2,5276,2.421
2,3410,2.679
3,3410,1.811
2,2560,2.695
3,2560,2.418
2,2204,1.064
3,2204,1.287
2,4207,2.758
3,4207,2.059
2,4345,1.956
3,4345,1.031
2,2374,1.977
3,2374,1.868
2,4257,1.371
3,4257,1.031
1,648,1.02
2,648,2.188
3,648,1.626
2,1011,3.175
3,1011,2.331
2,963,1.339
3,963,1.048
2,5291,1.989
3,5291,1.024
2,3943,1.013
3,3943,1.012
2,2953,2.827
3,2953,1.215
2,2952,1.804
3,2952,1.042
2,4028,1.505
3,4028,1.014
2,2970,1.991
3,2970,1.128
2,1253,6.063
3,1253,4.736
2,2133,2.965
3,2133,1.887
2,3715,2.521
